alg,instance,cycle,budget,risk,fit,solution
HC,nrp1,11,50,0,1758.0,[-SSSSS-SSS-S---SSS-SSSS-S-SS--SS-S--SS-S--SS-S-S---S-S--SSSSS-SSSS--SS-SS-SS-SSS--S-SSSS-SS-S--S-S-S]
HC,nrp1,12,50,0,1701.0,[-SSSSS-SSS-S---SSS-SSSS-S-S---SS-SSSSS-S--SS-S----SS-S--SSSSS--SSS--SS-SS-SS-SSS--S-SSSS---S---S-S-S]
HC,nrp1,13,50,0,1722.0,[-SSSSS-SSSSS---SSS-S-SS-S--S--SS-SSS-S-S--S--S-----S-S--SSSSSSSSSS--SS-SS-SS-SSS--S-SSSS-SS--S-S-S-S]
HC,nrp1,14,50,0,1707.0,[--SSSS-SSS-S-S-SSS-S-S--S-S---SS-S--SSSS--S-SS-S---S-S--SSSSS--SSS--S-SSS-SS-S-S--SSSS-SSSS-S--S-SSS]
HC,nrp1,15,50,0,1737.0,[--SSSS-SSSSSS---SS-S-S--S-SS--SSSS--SS-S--S----S---SSS--SSSSS-SSSS-SSS-SS-SS-S-S--SSSSSS-S--SS-S-SSS]
HC,nrp1,16,50,0,1725.0,[-SSSSS-SS--S---SSS-S-S--S-SS--SSSS--SS-S--S-SS-S---SSS--SSSSS-SSSS--SSSSS-SS-S-S--SSSS-SSS--S--S-S-S]
HC,nrp1,17,50,0,1678.0,[SSSSSSSSSS-S---SSS-SSSS-S-S---SS-S-SSS-S--SS-S-----S-S--SSSSS--SSS--S--SS-SS-SSS--S-SSSS---S---S-S-S]
HC,nrp1,18,50,0,1720.0,[-SSSSS-SSS-S---SSS-SSSS-S-S-S-SS-SSSSS-S--SS-S-----S-S--SSSSS-SSSS--SS-SS-SS-SSS--S-SSSS-S-----S-S-S]
HC,nrp1,19,50,0,1735.0,[--SSSS-SS-S-S--SSS-S-S--S-SSS-SS-S--SSSSS-S---SS---SS---SSSSSSSSSS--SS-SS-SSSS-S--S-SS-S-SS-SS-S-S-S]
HC,nrp1,20,50,0,1703.0,[SSSSSS-SS--S---SSS-S-SS-S-S---SSSS--SS-S--SSS--S---S-S--SSSSS--SSS--S--SS-SS-S-S--SSSS-SSSS-S--S-SSS]
HC,nrp1,21,50,0,1769.0,[--SSSS-SSSS-SS-SSS-SS---S-SS--S-SS--SSS---SS-S-----SS-----SSS-SSSS-SS--SS-S-SS-SS-SSSSSS-SSSS-SS-SSS]
HC,nrp1,22,50,0,1672.0,[SS-SSSSSS-SS---SSS-S----S-S---SSSS--SSSS--SSS-SS---S-S----S-S--SSS-SSS-SS-SS-S-SS-SSSS-SS---S--S-SSS]
HC,nrp1,23,50,0,1737.0,[SSSSSS-SS-SS---SSS-S-SS-S-S---SS-S--SS-S--SS--S----S-S--SSSSSSSSSS-SS--SS-SS-SSS--SSSS-S-SS----S-SSS]
